Bath,Bed,Fireplaces,LotArea,SalePrice,SaleType,Sq. Ft.,Stories,YearBuilt
3.0,2.0,1.0,2674.0,180000.0,WD,5395,1Story,1993.0
4.0,4.0,2.0,3857.0,299800.0,WD,8963,2Story,1976.0
2.5,4.0,1.0,3208.0,236000.0,WD,8795,2Story,2000.0
1.5,4.0,1.0,3880.0,265979.0,WD,11700,2Story,1880.0
3.0,3.0,1.0,3440.0,260400.0,WD,10593,1Story,1996.0
2.0,4.0,0.0,1529.0,98000.0,WD,8405,1.5Fin,1945.0
1.0,3.0,0.0,1716.0,96500.0,WD,8800,1.5Fin,1910.0
2.5,3.0,0.0,1980.0,162000.0,WD,7750,2Story,2003.0
3.0,3.0,0.0,2973.0,217000.0,WD,9236,1Story,1997.0
2.5,3.0,1.0,3128.0,275500.0,WD,10240,2Story,2005.0
2.0,3.0,0.0,2052.0,156000.0,WD,7930,1Story,1969.0
2.5,3.0,0.0,2200.0,172500.0,WD,3230,2Story,1999.0
2.5,3.0,0.0,2634.0,212000.0,WD,10769,2Story,2007.0
2.5,3.0,1.0,2058.0,158900.0,WD,11616,2Story,1978.0
2.5,3.0,0.0,2245.0,179400.0,WD,2280,2Story,1999.0
2.5,4.0,1.0,3849.0,290000.0,WD,12257,2Story,1995.0
1.0,2.0,0.0,1728.0,127500.0,WD,9100,1Story,1959.0
1.0,2.0,0.0,2446.0,100000.0,WD,6911,1Story,1924.0
2.5,3.0,0.0,2303.0,215200.0,Con,8640,2Story,2009.0
3.5,3.0,1.0,3617.0,337000.0,WD,9430,2Story,1999.0
2.5,2.0,1.0,2988.0,270000.0,WD,9549,1Story,1995.0
2.0,2.0,1.0,3004.0,264132.0,New,14587,1Story,2008.0
2.5,3.0,1.0,2694.0,196500.0,WD,10421,2Story,1988.0
3.0,4.0,0.0,2733.0,160000.0,WD,12508,1.5Fin,1940.0
2.0,3.0,1.0,3696.0,216837.0,WD,9100,1Story,2004.0
4.5,4.0,1.0,4929.0,538000.0,WD,53504,2Story,2003.0
2.0,2.0,0.0,1716.0,134900.0,WD,7252,SFoyer,1982.0
1.0,2.0,0.0,2056.0,102000.0,COD,8877,1Story,1951.0
2.0,3.0,1.0,2146.0,107000.0,WD,7819,SLvl,1976.0
1.0,2.0,0.0,1824.0,114500.0,COD,10150,1Story,1958.0
2.0,3.0,1.0,3908.0,395000.0,New,14226,1Story,2006.0
3.0,2.0,0.0,2408.0,162000.0,WD,4500,1Story,1998.0
2.0,3.0,0.0,3228.0,221500.0,New,11210,1Story,2005.0
2.0,3.0,1.0,1758.0,142500.0,WD,13350,1Story,1974.0
2.0,4.0,2.0,2020.0,144000.0,WD,8400,1Story,1977.0
2.0,2.0,0.0,1979.0,135000.0,WD,10530,SFoyer,1977.0
2.0,3.0,1.0,2490.0,176000.0,WD,7875,1Story,1995.0
2.5,3.0,0.0,2364.0,175900.0,WD,7153,2Story,1992.0
2.0,3.0,0.0,2843.0,187100.0,WD,16285,1Story,2001.0
2.0,1.0,1.0,2207.0,165500.0,WD,9101,SFoyer,1978.0
2.0,3.0,1.0,2226.0,128000.0,WD,6300,2.5Unf,1914.0
2.0,3.0,1.0,2714.0,161500.0,WD,9790,1Story,1967.0
3.0,4.0,0.0,2338.0,139000.0,WD,10800,1.5Fin,1915.0
3.5,4.0,0.0,3040.0,233000.0,WD,10142,2Story,2004.0
1.0,2.0,0.0,1802.0,107900.0,WD,6000,1Story,1954.0
2.5,5.0,0.0,2919.0,187500.0,WD,12205,2Story,1966.0
2.0,2.0,1.0,2290.0,160200.0,WD,3182,1Story,2005.0
2.0,3.0,2.0,2091.0,146800.0,WD,11333,SLvl,1976.0
3.5,3.0,1.0,3130.0,269790.0,WD,9920,2Story,1996.0
2.0,3.0,0.0,2992.0,225000.0,New,9158,1Story,2007.0
2.5,3.0,1.0,2607.0,194500.0,WD,10832,2Story,1994.0
2.5,3.0,1.0,2214.0,171000.0,WD,8400,2Story,1980.0
1.5,3.0,1.0,1945.0,143500.0,WD,8197,1Story,1977.0
1.0,2.0,0.0,1546.0,110000.0,WD,7677,1Story,1953.0
3.5,4.0,2.0,5066.0,485000.0,New,13518,2Story,2008.0
2.5,3.0,2.0,2499.0,175000.0,WD,7200,1.5Fin,1937.0
3.5,4.0,0.0,2304.0,200000.0,WD,12798,2Story,1997.0
2.0,2.0,0.0,2392.0,109900.0,WD,4800,1Story,1916.0
3.5,3.0,1.0,2184.0,189000.0,WD,8199,2Story,2005.0
3.5,4.0,1.0,4556.0,582933.0,New,13891,2Story,2008.0
1.0,2.0,0.0,2064.0,118000.0,WD,9000,1Story,1954.0
2.0,3.0,0.0,2845.0,227680.0,New,12274,1Story,2008.0
2.0,3.0,0.0,1960.0,135500.0,WD,9750,SLvl,1967.0
3.5,3.0,1.0,2900.0,223500.0,WD,21384,2Story,1923.0
2.0,3.0,1.0,2110.0,159950.0,WD,13400,SLvl,1966.0
2.0,2.0,0.0,2987.0,106000.0,WD,8100,2.5Unf,1898.0
2.5,3.0,1.0,2349.0,181000.0,WD,10140,1Story,1974.0
2.0,1.0,1.0,1696.0,144500.0,ConLD,4438,1Story,2004.0
1.0,2.0,0.0,1584.0,55993.0,WD,8712,1Story,1952.0
1.5,4.0,0.0,2884.0,157900.0,COD,9750,1Story,1958.0
2.0,3.0,0.0,1936.0,116000.0,WD,8248,1.5Fin,1918.0
2.0,3.0,0.0,3310.0,224900.0,WD,12137,1Story,1998.0
1.0,2.0,1.0,2016.0,137000.0,WD,11425,1Story,1954.0
3.0,3.0,2.0,3257.0,271000.0,WD,13265,1Story,2002.0
2.0,3.0,0.0,2062.0,155000.0,WD,8816,SLvl,1971.0
3.0,2.0,1.0,2716.0,224000.0,New,6371,1Story,2009.0
2.5,3.0,0.0,2438.0,183000.0,WD,7226,2Story,2003.0
1.0,2.0,0.0,1872.0,93000.0,WD,6000,1Story,1953.0
2.5,3.0,1.0,2580.0,225000.0,WD,12394,2Story,2003.0
2.0,3.0,1.0,2267.0,139500.0,WD,9900,1.5Fin,1940.0
2.0,3.0,1.0,2978.0,232600.0,New,11216,1Story,2006.0
3.0,2.0,1.0,4162.0,385000.0,New,14803,1Story,2007.0
2.0,2.0,0.0,1568.0,109500.0,WD,6130,1.5Unf,1924.0
2.0,3.0,1.0,2888.0,189000.0,WD,8529,1Story,2001.0
3.0,3.0,0.0,3139.0,185000.0,WD,28698,2Story,1967.0
2.5,2.0,0.0,1823.0,147400.0,WD,2544,2Story,2005.0
2.5,3.0,2.0,2784.0,166000.0,WD,11900,1Story,1957.0
2.5,2.0,0.0,1800.0,151000.0,WD,3180,2Story,2005.0
3.5,3.0,1.0,2770.0,237000.0,WD,9548,2Story,2003.0
1.5,3.0,0.0,3032.0,167000.0,WD,10004,1Story,1964.0
2.0,3.0,0.0,2288.0,139950.0,WD,7875,1Story,1961.0
2.0,2.0,0.0,2134.0,128000.0,WD,9600,1Story,1950.0
2.0,2.0,0.0,3118.0,153500.0,COD,8100,1Story,1948.0
2.5,2.0,0.0,1470.0,100000.0,WD,1680,2Story,1973.0
1.5,3.0,0.0,2198.0,144000.0,WD,9525,1Story,1995.0
1.0,3.0,0.0,1968.0,130500.0,WD,11767,1.5Fin,1946.0
2.0,4.0,0.0,2154.0,140000.0,WD,12155,2Story,1925.0
2.0,3.0,1.0,2189.0,157500.0,WD,10440,2Story,1904.0
2.5,3.0,0.0,2292.0,174900.0,WD,9020,SLvl,1966.0
2.0,6.0,0.0,3600.0,141000.0,WD,8000,1Story,1961.0
1.5,4.0,1.0,2292.0,153900.0,WD,12665,1.5Fin,1915.0
3.0,3.0,2.0,3091.0,171000.0,WD,16647,SFoyer,1975.0
3.5,3.0,1.0,2515.0,213000.0,WD,9317,2Story,1993.0
2.0,3.0,1.0,1728.0,133500.0,WD,15523,1Story,1972.0
3.0,5.0,1.0,3265.0,240000.0,WD,45600,1.5Fin,1908.0
2.5,3.0,1.0,2383.0,187000.0,WD,9600,SLvl,1976.0
2.0,1.0,0.0,1696.0,131500.0,WD,4435,1Story,2003.0
2.0,2.0,1.0,2729.0,215000.0,WD,3196,1Story,2003.0
2.0,4.0,2.0,2564.0,164000.0,WD,7128,2.5Unf,1941.0
1.5,3.0,1.0,2572.0,158000.0,WD,12095,SLvl,1964.0
2.5,3.0,1.0,3542.0,170000.0,WD,17920,1Story,1955.0
2.5,3.0,0.0,2080.0,127000.0,WD,6897,1Story,1962.0
2.0,3.0,0.0,1966.0,147000.0,WD,10970,SLvl,1978.0
2.5,3.0,1.0,2183.0,174000.0,WD,8125,2Story,1994.0
2.0,3.0,1.0,2460.0,152000.0,WD,10400,1Story,1976.0
3.5,4.0,1.0,3708.0,250000.0,WD,11029,2Story,1968.0
1.5,3.0,1.0,2338.0,189950.0,WD,7642,1.5Fin,1918.0
2.5,3.0,0.0,2078.0,131500.0,WD,11625,1Story,1965.0
2.0,3.0,0.0,2137.0,152000.0,WD,9672,1Story,1984.0
2.0,3.0,0.0,2296.0,132500.0,WD,7931,1Story,1959.0
2.0,3.0,0.0,2744.0,250580.0,New,8640,1Story,2007.0
2.0,3.0,0.0,2004.0,148500.0,WD,8750,1Story,1970.0
2.0,3.0,1.0,3284.0,248900.0,New,10656,1Story,2006.0
2.5,3.0,0.0,2160.0,129000.0,WD,6970,1Story,1961.0
2.0,2.0,1.0,2320.0,169000.0,WD,14762,2Story,1948.0
3.5,3.0,1.0,2999.0,236000.0,WD,9938,2Story,1993.0
1.0,2.0,0.0,1788.0,109500.0,WD,6600,1Story,1962.0
2.5,3.0,0.0,2486.0,200500.0,WD,8750,2Story,1998.0
1.0,3.0,0.0,1015.0,116000.0,WD,8892,1Story,1953.0
1.0,3.0,1.0,2100.0,133000.0,WD,12144,1Story,1949.0
1.5,3.0,0.0,1807.0,66500.0,WD,5720,1.5Fin,1941.0
2.5,4.0,1.0,3794.0,303477.0,New,9000,2Story,2007.0
2.0,3.0,0.0,2104.0,132250.0,WD,25286,1Story,1963.0
3.5,4.0,1.0,3686.0,350000.0,WD,8834,2Story,2004.0
2.0,3.0,0.0,2264.0,148000.0,WD,11782,SFoyer,1961.0
2.0,3.0,0.0,1728.0,136500.0,WD,7000,1Story,1978.0
2.5,2.0,0.0,2180.0,157000.0,WD,7024,1Story,2005.0
2.5,3.0,1.0,2873.0,187500.0,WD,13758,1.5Fin,1990.0
2.5,3.0,1.0,2401.0,178000.0,WD,9636,2Story,1992.0
2.0,5.0,0.0,3025.0,118500.0,WD,6204,2.5Fin,1912.0
1.0,3.0,0.0,1784.0,100000.0,WD,7150,1Story,1967.0
3.0,2.0,1.0,3407.0,328900.0,CWD,5119,1Story,1999.0
2.0,4.0,0.0,3338.0,145000.0,WD,8393,1Story,1959.0
1.5,3.0,0.0,2209.0,135500.0,WD,16466,1.5Fin,1955.0
3.0,4.0,1.0,4434.0,268000.0,WD,15865,1Story,1970.0
2.0,2.0,1.0,3010.0,149500.0,WD,12160,1Story,1953.0
1.0,3.0,1.0,1596.0,122900.0,WD,8064,1.5Fin,1949.0
2.5,3.0,1.0,2601.0,172500.0,WD,11184,2Story,1978.0
1.5,3.0,0.0,2127.0,154500.0,WD,8414,1Story,1963.0
2.0,3.0,1.0,2766.0,165000.0,WD,13284,1Story,1954.0
2.0,4.0,0.0,1535.0,118858.0,WD,7018,1Story,1979.0
2.5,4.0,1.0,2576.0,140000.0,WD,7056,2Story,1963.0
1.0,2.0,0.0,1902.0,106500.0,WD,8765,1Story,1936.0
2.0,6.0,0.0,2240.0,142953.0,WD,7018,2Story,1979.0
3.5,2.0,2.0,4694.0,611657.0,New,12919,1Story,2009.0
1.0,3.0,1.0,2148.0,135000.0,WD,6993,1Story,1961.0
1.0,2.0,0.0,1716.0,110000.0,WD,7340,1Story,1971.0
2.0,2.0,0.0,2298.0,153000.0,WD,8712,1Story,1957.0
2.5,3.0,1.0,2292.0,180000.0,WD,7875,2Story,2003.0
2.0,3.0,1.0,3340.0,240000.0,New,14859,1Story,2006.0
1.0,3.0,0.0,1778.0,125500.0,WD,6173,1Story,1967.0
2.0,3.0,0.0,2119.0,128000.0,WD,9920,1Story,1954.0
3.0,3.0,1.0,3259.0,255000.0,WD,13501,1Story,2006.0
1.5,3.0,1.0,3074.0,250000.0,WD,11500,1.5Fin,1936.0
2.0,2.0,0.0,1766.0,131000.0,WD,8885,1Story,1983.0
2.5,3.0,1.0,2226.0,174000.0,WD,12589,2Story,2005.0
2.0,5.0,0.0,3379.0,154300.0,WD,11600,2Story,1960.0
1.5,3.0,0.0,2536.0,143500.0,WD,9286,1Story,1977.0
1.0,3.0,0.0,1783.0,88000.0,WD,6120,1Story,1925.0
2.0,4.0,0.0,3003.0,145000.0,WD,6270,2Story,1949.0
2.5,2.0,0.0,1836.0,173733.0,New,3000,2Story,2009.0
1.5,3.0,0.0,1638.0,75000.0,WD,2001,2Story,1970.0
1.0,1.0,0.0,960.0,35311.0,WD,9000,1Story,1949.0
1.0,3.0,0.0,2363.0,135000.0,WD,17140,1Story,1956.0
3.5,4.0,1.0,3231.0,238000.0,WD,13125,2Story,1991.0
2.0,3.0,1.0,2598.0,176500.0,WD,11029,1Story,1958.0
3.0,3.0,0.0,2649.0,201000.0,WD,8462,2Story,1994.0
5.0,4.0,0.0,3472.0,145900.0,WD,8777,1.5Fin,1900.0
2.0,3.0,1.0,2632.0,169990.0,New,10237,1Story,2005.0
3.0,2.0,1.0,3221.0,193000.0,WD,8012,1Story,1993.0
3.0,3.0,1.0,3372.0,207500.0,WD,10240,1Story,1980.0
2.5,3.0,0.0,2252.0,175000.0,WD,15611,1Story,1977.0
2.5,4.0,1.0,3555.0,285000.0,WD,11999,2Story,2003.0
2.5,4.0,1.0,2810.0,176000.0,WD,9900,2Story,1968.0
2.0,3.0,1.0,3541.0,236500.0,WD,11838,1Story,2001.0
2.5,4.0,1.0,3200.0,222000.0,WD,13006,2Story,1997.0
2.0,3.0,0.0,2932.0,201000.0,WD,8925,1Story,2007.0
1.5,2.0,0.0,1850.0,117500.0,WD,9100,1Story,1965.0
2.0,3.0,1.0,3810.0,320000.0,WD,11670,1Story,2006.0
2.0,3.0,0.0,3000.0,190000.0,WD,8487,1Story,2004.0
3.0,4.0,1.0,2654.0,242000.0,WD,27650,1Story,1960.0
1.0,1.0,0.0,1347.0,79900.0,WD,5825,1Story,1926.0
3.0,2.0,0.0,2376.0,184900.0,WD,10083,1Story,2003.0
2.5,3.0,1.0,3084.0,253000.0,WD,9675,2Story,2005.0
2.5,3.0,0.0,3353.0,239799.0,New,8760,2Story,2006.0
2.0,4.0,2.0,3435.0,244400.0,COD,24090,2Story,1940.0
2.0,4.0,0.0,3456.0,150900.0,WD,12640,1Story,1976.0
3.5,3.0,1.0,3052.0,214000.0,WD,8755,2Story,1999.0
4.0,4.0,0.0,2880.0,150000.0,Oth,7711,1Story,1977.0
2.0,4.0,0.0,3264.0,143000.0,WD,25000,1Story,1967.0
1.5,3.0,1.0,2163.0,137500.0,COD,14375,SLvl,1958.0
1.0,2.0,0.0,2957.0,124900.0,WD,8820,1.5Fin,1890.0
2.0,3.0,1.0,2288.0,143000.0,WD,8163,SLvl,1959.0
3.0,3.0,1.0,3245.0,270000.0,WD,14536,1Story,2002.0
2.5,3.0,1.0,2712.0,192500.0,WD,14006,2Story,2002.0
2.5,3.0,1.0,2542.0,197500.0,WD,9360,1Story,1972.0
2.0,3.0,0.0,1728.0,129000.0,WD,7200,1Story,1950.0
2.0,3.0,0.0,1793.0,119900.0,WD,7800,1Story,1965.0
1.5,2.0,0.0,1536.0,133900.0,WD,7200,SFoyer,1972.0
3.0,4.0,1.0,2752.0,172000.0,WD,11075,2Story,1969.0
3.0,4.0,0.0,1925.0,127500.0,WD,9400,SFoyer,1975.0
2.0,4.0,0.0,2937.0,145000.0,WD,7136,2Story,1946.0
1.5,2.0,1.0,1790.0,124000.0,WD,1300,2Story,1980.0
1.0,3.0,0.0,2114.0,132000.0,WD,7420,1Story,1962.0
3.0,3.0,0.0,2674.0,185000.0,WD,8450,1Story,2003.0
3.5,3.0,0.0,2112.0,155000.0,WD,2572,2Story,1999.0
2.0,2.0,0.0,1716.0,116500.0,WD,7207,1Story,1958.0
3.5,4.0,1.0,4202.0,272000.0,WD,12227,2Story,1977.0
3.5,3.0,1.0,2352.0,155000.0,WD,2308,2Story,1976.0
2.0,2.0,0.0,3600.0,239000.0,WD,11923,1Story,2007.0
3.5,4.0,1.0,2711.0,214900.0,WD,11316,2Story,2002.0
2.5,3.0,1.0,2267.0,178900.0,New,10237,2Story,2005.0
2.5,2.0,2.0,2036.0,160000.0,WD,9600,1.5Fin,1940.0
2.0,3.0,0.0,2196.0,135000.0,WD,7390,1Story,1955.0
1.0,2.0,0.0,1568.0,37900.0,WD,5925,1.5Fin,1910.0
2.0,2.0,0.0,1683.0,140000.0,ConLD,10382,SLvl,1958.0
1.5,4.0,0.0,1912.0,135000.0,WD,10800,1.5Fin,1949.0
2.0,2.0,0.0,2390.0,173000.0,WD,2268,2Story,2003.0
2.0,2.0,1.0,1836.0,99500.0,WD,7892,1Story,1979.0
2.0,3.0,0.0,2856.0,182000.0,New,11639,1Story,2007.0
1.0,3.0,0.0,2747.0,167500.0,WD,11414,2Story,1910.0
3.5,3.0,0.0,2055.0,165000.0,WD,2651,2Story,2000.0
1.0,2.0,0.0,1309.0,85500.0,WD,5900,1Story,1923.0
2.5,1.0,0.0,2482.0,199900.0,New,4274,1Story,2006.0
1.0,3.0,0.0,1788.0,110000.0,WD,9450,1Story,1954.0
2.0,3.0,0.0,2242.0,139000.0,WD,8816,1Story,1963.0
2.0,3.0,0.0,1943.0,178400.0,WD,12122,SFoyer,1961.0
3.5,4.0,1.0,3837.0,336000.0,WD,12203,2Story,1998.0
2.0,2.0,1.0,2532.0,159895.0,WD,3182,1Story,2007.0
2.5,4.0,1.0,3418.0,255900.0,WD,11250,2Story,2002.0
2.0,4.0,0.0,1734.0,126000.0,COD,10125,1.5Fin,1977.0
2.0,3.0,0.0,2328.0,125000.0,ConLD,10880,1Story,1950.0
1.0,2.0,0.0,2120.0,117000.0,WD,5310,1.5Fin,1910.0
3.5,3.0,1.0,3870.0,395192.0,New,10159,1Story,2009.0
2.5,4.0,1.0,2878.0,195000.0,WD,12046,2Story,1976.0
2.5,3.0,0.0,2346.0,197000.0,New,8125,2Story,2006.0
3.5,3.0,1.0,3788.0,348000.0,WD,9452,2Story,1997.0
1.5,4.0,1.0,2658.0,168000.0,WD,17671,2Story,1882.0
2.5,3.0,1.0,2673.0,187000.0,WD,9760,2Story,1964.0
2.5,3.0,0.0,2250.0,173900.0,New,8846,2Story,2005.0
3.0,3.0,1.0,3418.0,337500.0,WD,12456,1Story,2006.0
2.5,3.0,0.0,1977.0,121600.0,WD,4712,1.5Fin,1946.0
2.0,3.0,0.0,2100.0,136500.0,COD,10659,1Story,1961.0
2.0,2.0,1.0,2884.0,185000.0,WD,11717,1Story,1970.0
1.0,3.0,1.0,2084.0,91000.0,WD,9786,1Story,1922.0
3.0,2.0,0.0,2395.0,206000.0,WD,6762,1Story,2006.0
1.0,2.0,0.0,944.0,82000.0,WD,10206,1Story,1952.0
1.0,2.0,0.0,1382.0,86000.0,WD,5400,1Story,1920.0
2.0,3.0,1.0,3148.0,232000.0,WD,11957,1Story,2006.0
2.0,4.0,0.0,3360.0,136905.0,WD,11500,1Story,1976.0
2.0,1.0,1.0,2850.0,181000.0,WD,3182,1Story,2005.0
2.0,3.0,0.0,1970.0,149900.0,WD,8385,SLvl,1977.0
2.5,3.0,1.0,3314.0,163500.0,WD,12155,1Story,1970.0
1.5,3.0,0.0,1638.0,88000.0,WD,2217,2Story,1970.0
2.0,3.0,1.0,3420.0,240000.0,WD,12118,1Story,2004.0
2.0,4.0,0.0,2530.0,102000.0,WD,6000,1.5Fin,1926.0
2.0,4.0,1.0,1991.0,135000.0,WD,21286,1.5Fin,1948.0
2.0,4.0,0.0,1664.0,100000.0,WD,9825,1Story,1965.0
1.5,3.0,2.0,2104.0,165000.0,WD,10592,2Story,1923.0
2.0,2.0,0.0,2044.0,85000.0,WD,7200,1Story,1910.0
1.0,2.0,1.0,2164.0,119200.0,WD,11664,1Story,1948.0
3.5,3.0,0.0,2475.0,227000.0,WD,8400,2Story,2001.0
3.0,3.0,1.0,3008.0,203000.0,WD,11883,1Story,1996.0
2.0,1.0,1.0,2580.0,187500.0,COD,5814,1Story,1984.0
2.5,3.0,1.0,1856.0,160000.0,WD,10784,SLvl,1991.0
2.0,2.0,1.0,2868.0,213490.0,WD,3013,1Story,2005.0
2.5,2.0,0.0,2264.0,176000.0,WD,7024,1Story,2005.0
3.0,2.0,0.0,2419.0,194000.0,New,7406,1Story,2006.0
1.0,2.0,0.0,2160.0,87000.0,WD,9439,1.5Fin,1930.0
2.0,2.0,1.0,2850.0,191000.0,WD,3182,1Story,2005.0
3.0,2.0,1.0,4463.0,287000.0,COD,15498,1Story,1976.0
2.0,3.0,0.0,1764.0,112500.0,WD,7700,1Story,1972.0
2.0,3.0,2.0,2532.0,167500.0,WD,9300,1Story,1960.0
3.0,3.0,1.0,3284.0,293077.0,New,9520,1Story,2007.0
2.0,3.0,1.0,2144.0,105000.0,WD,9492,1.5Fin,1941.0
2.0,3.0,0.0,1890.0,118000.0,WD,1680,2Story,1972.0
2.0,5.0,0.0,2614.0,160000.0,WD,7082,2Story,1916.0
3.5,5.0,2.0,3906.0,197000.0,WD,15863,2.5Fin,1920.0
3.5,5.0,1.0,3858.0,310000.0,WD,14541,2Story,1993.0
3.0,3.0,0.0,3308.0,230000.0,WD,8125,1Story,2002.0
1.0,2.0,1.0,1874.0,119750.0,WD,6305,1Story,1938.0
1.0,3.0,0.0,845.0,84000.0,WD,11500,1Story,1957.0
3.0,2.0,1.0,3240.0,315500.0,WD,12898,1Story,2007.0
2.5,3.0,1.0,3318.0,287000.0,WD,9240,2Story,2001.0
1.5,3.0,1.0,1890.0,97000.0,WD,1533,2Story,1970.0
2.0,1.0,0.0,1260.0,80000.0,WD,1477,SFoyer,1970.0
3.0,3.0,1.0,2937.0,155000.0,WD,13125,1Story,1957.0
2.0,4.0,0.0,2432.0,173000.0,WD,9130,2Story,1966.0
3.0,1.0,1.0,2612.0,196000.0,WD,5381,1Story,2005.0
3.5,4.0,1.0,3804.0,262280.0,WD,11839,2Story,1990.0
3.5,4.0,1.0,5048.0,278000.0,WD,9600,1Story,1981.0
2.0,4.0,1.0,1733.0,139600.0,WD,13680,1Story,1955.0
3.5,4.0,1.0,4860.0,556581.0,New,16056,2Story,2005.0
1.5,3.0,0.0,1980.0,145000.0,WD,9245,1Story,1994.0
1.0,3.0,1.0,1771.0,115000.0,WD,21750,1Story,1960.0
1.0,2.0,0.0,930.0,84900.0,WD,11100,1Story,1946.0
2.0,3.0,0.0,2604.0,176485.0,New,8993,1Story,2007.0
2.0,3.0,1.0,2632.0,200141.0,New,11175,1Story,2007.0
2.0,4.0,1.0,2793.0,165000.0,WD,9500,2Story,1964.0
1.0,4.0,1.0,2742.0,144500.0,WD,8562,1Story,1957.0
3.5,3.0,1.0,3054.0,255000.0,WD,11367,2Story,2002.0
2.5,3.0,1.0,2716.0,180000.0,COD,11361,1Story,1976.0
3.0,2.0,1.0,2728.0,185850.0,WD,7052,1Story,2005.0
2.5,3.0,1.0,2823.0,248000.0,WD,29959,2Story,1994.0
3.5,3.0,1.0,3288.0,335000.0,WD,11308,2Story,2008.0
1.5,3.0,1.0,2845.0,220000.0,WD,11275,1.5Fin,1932.0
3.0,2.0,0.0,2676.0,213500.0,WD,4920,1Story,2001.0
1.0,2.0,0.0,1788.0,81000.0,ConLD,18000,1Story,1935.0
2.0,5.0,0.0,2999.0,90000.0,WD,13600,2Story,1900.0
1.0,2.0,1.0,2206.0,110500.0,WD,6000,1Story,1925.0
1.5,3.0,1.0,2308.0,154000.0,WD,11000,1Story,1966.0
3.5,3.0,0.0,3566.0,328000.0,WD,14000,2Story,1996.0
2.5,3.0,1.0,2370.0,178000.0,WD,7837,2Story,1993.0
2.5,4.0,0.0,2391.0,167900.0,WD,9760,2Story,1964.0
3.5,5.0,1.0,3463.0,151400.0,WD,3964,2Story,1973.0
1.5,2.0,0.0,1738.0,135000.0,WD,9600,1.5Unf,1949.0
2.0,3.0,0.0,2096.0,135000.0,WD,10152,1Story,1956.0
1.5,4.0,0.0,2283.0,154000.0,WD,11700,2Story,1968.0
2.5,4.0,1.0,2266.0,91500.0,WD,7585,1.5Fin,1948.0
1.5,3.0,0.0,2116.0,159500.0,WD,7950,2Story,1977.0
2.0,2.0,0.0,2480.0,194000.0,WD,8556,1Story,2006.0
1.5,3.0,2.0,2540.0,219500.0,CWD,13125,2Story,1940.0
2.5,3.0,1.0,2262.0,170000.0,WD,10800,1.5Fin,1936.0
2.0,3.0,0.0,2192.0,138800.0,WD,15870,1Story,1969.0
2.0,1.0,1.0,1696.0,155900.0,WD,4435,1Story,2004.0
1.0,3.0,0.0,1980.0,126000.0,WD,8775,1Story,1994.0
2.5,3.0,0.0,2516.0,145000.0,COD,11040,1Story,1971.0
2.5,3.0,0.0,2080.0,133000.0,WD,7500,1Story,1963.0
2.0,3.0,1.0,2918.0,192000.0,WD,8749,1Story,2002.0
2.0,3.0,2.0,2502.0,160000.0,WD,8800,1Story,1964.0
2.5,3.0,1.0,2189.0,187500.0,WD,13031,2Story,1995.0
2.0,2.0,0.0,1932.0,147000.0,WD,9069,SFoyer,1992.0
1.5,3.0,0.0,1638.0,83500.0,WD,1974,2Story,1973.0
2.5,3.0,1.0,3035.0,252000.0,WD,10574,2Story,2005.0
2.0,3.0,0.0,2679.0,137500.0,WD,2522,2Story,2004.0
2.5,1.0,1.0,2494.0,197000.0,WD,3316,1Story,2005.0
2.0,2.0,0.0,1040.0,92900.0,WD,8544,1Story,1950.0
3.5,2.0,0.0,1852.0,160000.0,WD,2160,2Story,1999.0
2.0,4.0,1.0,2875.0,136500.0,WD,8400,1.5Fin,1925.0
2.5,1.0,0.0,2064.0,146000.0,WD,9230,1Story,1965.0
2.0,2.0,0.0,1872.0,129000.0,WD,5868,1Story,1956.0
2.0,3.0,1.0,2628.0,176432.0,WD,9317,1Story,2006.0
1.5,3.0,0.0,2039.0,127000.0,WD,6882,2Story,1914.0
1.5,2.0,0.0,2162.0,170000.0,WD,3696,1Story,1986.0
1.0,3.0,0.0,1996.0,128000.0,WD,6000,1.5Fin,1936.0
2.0,3.0,1.0,2872.0,157000.0,COD,11880,1Story,1978.0
1.0,1.0,0.0,728.0,60000.0,WD,8400,1Story,1920.0
1.0,3.0,0.0,1900.0,119500.0,WD,9758,1Story,1971.0
1.0,2.0,0.0,2144.0,135000.0,WD,7000,1Story,1960.0
1.5,3.0,1.0,1849.0,159500.0,WD,8910,1Story,1959.0
2.5,3.0,0.0,1932.0,106000.0,WD,2016,2Story,1970.0
3.5,3.0,2.0,4085.0,325000.0,WD,12256,2Story,1994.0
3.0,3.0,1.0,2352.0,179900.0,WD,10357,1Story,1990.0
2.5,3.0,1.0,2889.0,274725.0,New,23257,2Story,2006.0
2.5,3.0,1.0,2614.0,181000.0,WD,8063,2Story,2000.0
3.0,3.0,1.0,3672.0,280000.0,WD,11362,1Story,2004.0
3.5,3.0,1.0,2431.0,188000.0,WD,8000,2Story,1995.0
2.5,4.0,1.0,2767.0,205000.0,WD,10480,2Story,1976.0
2.0,2.0,0.0,1632.0,129900.0,WD,7100,1Story,1957.0
2.0,2.0,0.0,2016.0,134500.0,WD,8923,1Story,1953.0
1.0,2.0,0.0,1666.0,117000.0,WD,5400,1Story,1954.0
3.0,3.0,1.0,3468.0,318000.0,New,12085,1Story,2007.0
3.5,3.0,1.0,1827.0,184100.0,WD,7750,SLvl,2002.0
